Date,SM4_10cm,SM4_30cm
2024-04-30 13:24:16,32.18919258,33.56313242
2024-04-30 14:45:24,32.18919258,33.63765186
2024-04-30 18:54:06,31.97908638,33.71240446
2024-04-30 23:06:28,31.83997939,33.71240446
2024-05-01 07:30:09,31.90943769,33.86261626
2024-05-01 11:36:41,31.7707097,33.86261626
2024-05-01 14:44:22,31.632729,33.86261626
2024-05-01 23:04:30,31.22312813,33.86261626
2024-05-02 07:26:30,31.22312813,33.93807902
2024-05-02 15:39:51,30.88655602,33.86261626
2024-05-03 00:03:07,30.55407537,33.787392
2024-05-03 08:26:16,30.75308526,33.93807902
2024-05-03 16:37:45,30.42217882,33.86261626
2024-05-04 01:03:10,30.09505197,33.71240446
2024-05-04 08:30:49,30.35645821,33.93807902
2024-05-04 16:35:46,30.03006055,33.86261626
2024-05-05 00:54:52,29.643,33.93807902
2024-05-05 09:13:19,29.83592212,33.93807902
2024-05-05 17:26:18,29.643,33.787392
2024-05-06 01:49:38,29.32403538,33.787392
2024-05-06 06:01:46,29.83592212,33.71240446
2024-05-06 14:22:39,30.62025488,34.70621626
2024-05-06 22:44:23,30.42217882,34.31903271
2024-05-07 02:59:07,30.35645821,34.24235071
2024-05-07 07:12:05,30.48805061,34.24235071
2024-05-07 15:26:12,30.22546341,34.24235071
2024-05-07 23:48:53,30.09505197,34.08972717
2024-05-08 08:12:31,31.29095313,34.08972717
2024-05-08 16:27:42,30.88655602,34.08972717
2024-05-09 00:50:35,31.02068142,34.08972717
2024-05-09 06:15:13,31.02068142,34.24235071
2024-05-09 14:34:09,31.02068142,34.24235071
2024-05-09 22:55:15,30.88655602,34.08972717
2024-05-10 07:17:11,30.8197397,34.08972717
2024-05-10 11:24:30,30.8197397,34.31903271
2024-05-10 15:29:42,30.68659091,34.31903271
2024-05-10 23:51:18,30.42217882,34.08972717
2024-05-11 08:13:15,30.48805061,34.16591613
2024-05-11 16:22:27,30.22546341,34.08972717
2024-05-12 00:45:27,29.96520963,34.01378206
2024-05-12 09:07:34,30.03006055,34.16591613
2024-05-12 17:15:58,29.7071752,34.08972717
2024-05-12 21:04:51,29.5789546,33.93807902
2024-05-13 01:17:27,29.5789546,34.01378206
2024-05-13 05:30:01,29.643,34.01378206
2024-05-13 13:39:27,29.51503722,34.08972717
2024-05-13 14:01:47,29.51503722,34.08972717
2024-05-13 14:43:17,29.51503722,34.08972717
2024-05-13 22:59:53,29.19730823,33.93807902
2024-05-14 03:12:17,29.19730823,33.93807902
2024-05-14 07:22:18,29.26061225,34.01378206
2024-05-14 09:15:40,29.26061225,34.08972717
2024-05-14 17:23:44,29.008093,33.93807902
2024-05-14 21:33:13,28.88251238,33.86261626
2024-05-15 01:45:21,28.75736543,33.86261626
2024-05-15 09:05:15,28.88251238,34.01378206
2024-05-15 17:14:48,28.69495013,33.787392
2024-05-15 19:42:14,28.63263789,33.71240446
2024-05-16 04:07:12,28.5083155,33.63765186
2024-05-16 12:21:26,28.5083155,33.63765186
2024-05-16 20:36:24,28.26082914,33.34095521
2024-05-17 04:15:15,28.26082914,33.34095521
2024-05-17 08:24:30,28.32256038,33.41478588
2024-05-17 12:29:25,28.26082914,33.26735057
2024-05-17 20:44:14,28.01479233,32.97515665
2024-05-18 05:10:55,28.01479233,32.90265542
2024-05-18 13:22:45,28.01479233,32.83036953
2024-05-18 21:37:23,27.83114737,32.54334368
2024-05-19 06:01:04,27.83114737,32.54334368
2024-05-19 14:10:55,27.83114737,32.40107644
2024-05-20 02:37:14,27.70911097,32.11896204
2024-05-20 06:47:34,27.70911097,32.04892723
2024-05-20 15:00:33,27.70911097,31.7707097
2024-05-20 23:20:26,27.58737281,31.632729
2024-05-21 03:33:59,27.58737281,31.56401443
2024-05-21 05:12:24,27.58737281,31.56401443
2024-05-21 09:21:18,27.6482055,31.56401443
2024-05-21 17:33:55,27.58737281,31.1554757
2024-05-21 21:54:26,27.46591863,31.08799406
