Date,SM5_10cm,SM5_30cm
2024-04-30 13:51:49,0,36.155103
2024-04-30 14:44:03,0,36.155103
2024-04-30 18:56:49,0,36.155103
2024-04-30 23:15:36,0,36.07223869
2024-05-01 00:00:08,0,36.07223869
2024-05-01 04:20:08,0,36.155103
2024-05-01 08:34:36,0,36.155103
2024-05-01 12:43:51,0,36.155103
2024-05-01 21:09:23,0,36.155103
2024-05-02 05:45:45,0,36.07223869
2024-05-02 14:06:34,0,36.07223869
2024-05-02 19:22:19,0,35.98966278
2024-05-03 04:02:26,0,35.90737349
2024-05-03 12:25:42,0,35.98966278
2024-05-03 20:50:15,0,35.90737349
2024-05-04 05:32:31,0,35.90737349
2024-05-04 10:44:08,0,35.98966278
2024-05-04 15:42:16,0,35.98966278
2024-05-05 00:08:40,0,35.90737349
2024-05-05 08:37:58,0,35.98966278
2024-05-05 16:56:14,0,35.90737349
2024-05-05 21:13:13,0,35.90737349
2024-05-06 01:31:06,0,35.74364763
2024-05-06 05:49:12,0,35.66220749
2024-05-06 09:03:05,0,35.82536903
2024-05-06 09:03:39,0,35.82536903
2024-05-07 22:36:04,0,35.90737349
2024-05-08 07:11:39,0,35.98966278
2024-05-08 15:34:06,0,35.82536903
2024-05-09 00:07:39,0,35.82536903
2024-05-09 05:44:42,0,35.90737349
2024-05-09 14:14:03,0,36.07223869
2024-05-09 22:45:34,0,36.07223869
2024-05-10 07:18:23,0,36.07223869
2024-05-10 10:58:28,0,36.155103
2024-05-10 15:04:51,0,36.07223869
2024-05-10 23:36:27,0,36.07223869
2024-05-11 08:09:23,0,36.155103
2024-05-11 16:21:56,0,36.155103
2024-05-12 00:55:59,0,36.07223869
2024-05-12 01:24:12,0,36.07223869
2024-05-12 09:54:39,0,36.155103
2024-05-12 18:06:58,0,36.155103
2024-05-12 22:23:37,0,36.07223869
2024-05-13 02:42:42,0,35.98966278
2024-05-13 06:58:55,0,36.07223869
2024-05-13 15:08:38,0,36.155103
2024-05-13 23:07:21,0,36.07223869
2024-05-14 03:25:35,0,36.07223869
2024-05-14 07:40:02,0,36.07223869
2024-05-14 15:50:04,0,36.07223869
2024-05-14 20:02:10,0,36.07223869
2024-05-15 00:18:57,0,36.07223869
2024-05-15 06:39:07,0,36.07223869
2024-05-15 14:53:34,0,36.155103
2024-05-15 19:06:10,0,36.07223869
2024-05-16 03:41:52,0,35.98966278
2024-05-16 12:03:27,0,36.07223869
2024-05-16 20:24:17,0,35.98966278
2024-05-17 05:01:39,0,35.98966278
2024-05-17 09:14:02,0,35.98966278
2024-05-17 17:29:02,0,35.98966278
2024-05-18 02:04:03,0,35.90737349
2024-05-18 10:31:34,0,35.98966278
2024-05-18 18:45:54,0,35.90737349
2024-05-19 03:18:49,0,35.90737349
2024-05-19 11:40:33,0,35.98966278
2024-05-19 19:57:37,0,35.90737349
2024-05-19 21:06:27,0,35.90737349
2024-05-20 01:22:22,0,35.90737349
2024-05-20 05:38:28,0,35.90737349
2024-05-20 09:50:59,0,35.98966278
2024-05-20 18:09:36,0,35.90737349
2024-05-21 02:45:26,0,35.82536903
2024-05-21 07:02:43,0,35.82536903
2024-05-21 11:13:00,0,35.90737349
2024-05-21 12:24:50,0,35.90737349
2024-05-21 20:48:26,0,35.82536903
2024-05-22 05:25:07,0,35.74364763
2024-05-22 13:44:02,0,35.82536903
2024-05-22 22:09:03,0,35.74364763
2024-05-23 01:11:15,0,35.66220749
2024-05-23 09:39:00,0,35.74364763
2024-05-23 11:21:15,0,35.74364763
2024-05-23 19:38:40,0,35.74364763
2024-05-24 04:06:57,0,35.74364763
2024-05-24 12:28:32,0,35.74364763
2024-05-24 20:48:54,0,35.74364763
2024-05-25 05:16:59,0,35.74364763
2024-05-25 07:57:54,0,35.74364763
2024-05-25 16:12:39,0,35.74364763
2024-05-27 01:43:28,0,35.58104684
2024-05-27 05:57:39,0,35.58104684
2024-05-27 10:06:55,0,35.58104684
