Date,Rain
2024-04-30 00:04:49,0
2024-04-30 00:14:51,0
2024-04-30 00:24:53,0
2024-04-30 00:34:55,0
2024-04-30 00:44:57,0
2024-04-30 00:54:59,0
2024-04-30 01:05:01,0
2024-04-30 01:15:03,0
2024-04-30 01:25:06,0
2024-04-30 01:35:08,0
2024-04-30 01:45:10,0
2024-04-30 01:55:12,0
2024-04-30 02:05:14,0
2024-04-30 02:15:16,0
2024-04-30 02:25:18,0
2024-04-30 02:35:20,0
2024-04-30 02:45:22,0
2024-04-30 02:55:25,0
2024-04-30 03:05:27,0
2024-04-30 03:15:29,0
2024-04-30 03:25:31,0
2024-04-30 03:35:33,0
2024-04-30 03:45:35,0
2024-04-30 03:55:37,0
2024-04-30 04:05:39,0
2024-04-30 04:15:41,0
2024-04-30 04:25:44,0
2024-04-30 04:35:46,0
2024-04-30 04:45:48,0
2024-04-30 04:55:50,0
2024-04-30 05:05:52,0
2024-04-30 05:15:54,0
2024-04-30 05:25:56,0
2024-04-30 05:35:58,0
2024-04-30 05:46:00,0
2024-04-30 05:56:03,0
2024-04-30 06:06:05,0
2024-04-30 06:16:07,0
2024-04-30 06:26:09,0
2024-04-30 06:36:11,0
2024-04-30 07:06:20,0
2024-04-30 07:16:22,0
2024-04-30 07:26:24,0
2024-04-30 07:36:26,0
2024-04-30 07:46:28,0
2024-04-30 07:56:30,0
2024-04-30 08:06:32,0
2024-04-30 08:16:34,0
2024-04-30 08:26:37,0
2024-04-30 08:36:39,0
2024-04-30 08:46:41,0
2024-04-30 08:56:43,0
2024-04-30 09:06:45,0
2024-04-30 09:16:47,0
2024-04-30 09:26:49,0
2024-04-30 09:36:51,0
2024-04-30 09:46:53,0
2024-04-30 09:56:56,0
2024-04-30 10:06:58,0
2024-04-30 10:13:41,0
2024-04-30 10:23:43,2.794
2024-04-30 10:33:45,3.0734
2024-04-30 10:43:47,0.5588
2024-04-30 10:53:49,0
2024-04-30 11:03:51,0
2024-04-30 11:13:53,0
2024-04-30 11:23:55,0
2024-04-30 11:33:57,0
2024-04-30 11:44:00,0
2024-04-30 11:54:02,0
2024-04-30 12:04:04,0
2024-04-30 12:14:06,0
2024-04-30 12:24:08,0
2024-04-30 12:34:10,0
2024-04-30 12:44:12,0
2024-04-30 12:54:14,0
2024-04-30 13:04:16,0
2024-04-30 13:14:20,0
2024-04-30 13:24:22,0
2024-04-30 13:34:24,0
2024-04-30 13:44:26,0
2024-04-30 13:54:28,0
2024-04-30 14:04:30,0
2024-04-30 14:14:32,0
2024-04-30 14:24:35,0
2024-04-30 14:34:37,0
2024-04-30 14:44:39,0
2024-04-30 14:54:41,0
2024-04-30 15:04:43,0
2024-04-30 15:14:45,0
2024-04-30 15:24:47,0
2024-04-30 15:34:49,0
2024-04-30 15:44:51,0
2024-04-30 15:54:54,0
2024-04-30 16:04:56,0
2024-04-30 16:14:58,0
2024-04-30 16:25:00,0
2024-04-30 16:35:02,0
2024-04-30 16:45:04,0
2024-04-30 16:55:06,0
2024-04-30 17:05:09,0
2024-04-30 17:15:11,0
2024-04-30 17:25:13,0
2024-04-30 17:35:15,0
2024-04-30 17:45:17,0
2024-04-30 17:55:19,0
2024-04-30 18:05:21,0
2024-04-30 18:15:23,0
2024-04-30 18:25:25,0
2024-04-30 18:35:27,0
2024-04-30 18:45:30,0
2024-04-30 18:55:32,0
2024-04-30 19:05:34,0
2024-04-30 19:15:36,0
2024-04-30 19:25:38,0
2024-04-30 19:35:40,0
2024-04-30 19:45:42,0
2024-04-30 19:55:44,0
2024-04-30 20:05:47,0
2024-04-30 20:15:49,0
2024-04-30 20:25:51,0
2024-04-30 20:35:53,0
2024-04-30 20:45:55,0
2024-04-30 20:55:57,0
2024-04-30 21:05:59,0
2024-04-30 21:16:01,0
2024-04-30 21:26:03,0
2024-04-30 21:36:06,0
2024-04-30 21:46:08,0
2024-04-30 21:56:10,0
2024-04-30 22:06:12,0
2024-04-30 22:16:14,0
2024-04-30 22:26:16,0
2024-04-30 22:36:18,0
2024-04-30 22:46:20,0
2024-04-30 22:56:22,0
2024-04-30 23:06:25,0
2024-04-30 23:16:27,0
2024-04-30 23:26:29,0
2024-04-30 23:36:31,0
2024-04-30 23:46:33,0
2024-04-30 23:56:35,0
2024-05-01 00:06:37,0
2024-05-01 00:26:43,0
2024-05-01 00:46:48,0
2024-05-01 01:06:53,0
2024-05-01 01:26:59,0
2024-05-01 01:47:04,0
2024-05-01 02:07:10,0
2024-05-01 02:27:15,0
2024-05-01 02:47:20,0
2024-05-01 03:07:26,0
2024-05-01 03:27:31,0
2024-05-01 03:47:37,0
2024-05-01 04:07:42,0
2024-05-01 04:17:44,0
2024-05-01 04:27:46,0
2024-05-01 04:37:48,0
2024-05-01 04:47:50,0
2024-05-01 04:57:53,0
2024-05-01 05:07:55,0
2024-05-01 05:17:57,0
2024-05-01 05:27:59,0
2024-05-01 05:38:01,0
2024-05-01 05:48:03,0
2024-05-01 05:58:05,0
2024-05-01 06:08:07,0
2024-05-01 06:18:09,0
2024-05-01 06:28:12,0
2024-05-01 06:38:14,0
2024-05-01 06:48:16,0
2024-05-01 06:58:18,0
2024-05-01 07:08:20,0
2024-05-01 07:18:22,0
2024-05-01 07:28:24,0
2024-05-01 07:38:26,0
2024-05-01 07:48:28,0
2024-05-01 07:58:31,0
2024-05-01 08:08:33,0
2024-05-01 08:18:35,0
2024-05-01 08:28:37,0
2024-05-01 08:38:39,0
2024-05-01 08:48:41,0
2024-05-01 08:58:43,0
2024-05-01 09:08:45,0
2024-05-01 09:18:47,0
2024-05-01 09:28:50,0
2024-05-01 09:38:52,0
2024-05-01 09:48:54,0
2024-05-01 09:58:56,0
2024-05-01 10:08:58,0
2024-05-01 10:19:00,0
2024-05-01 10:29:02,0
2024-05-01 10:39:04,0
2024-05-01 10:49:06,0
2024-05-01 10:59:09,0
2024-05-01 11:09:11,0
2024-05-01 11:19:13,0
2024-05-01 11:29:15,0
2024-05-01 11:39:17,0
2024-05-01 11:49:19,0
2024-05-01 11:59:21,0
2024-05-01 12:09:23,0
2024-05-01 12:19:25,0
2024-05-01 12:29:28,0
2024-05-01 12:39:30,0
2024-05-01 12:49:32,0
2024-05-01 12:59:34,0
2024-05-01 13:09:36,0
2024-05-01 13:19:38,0
2024-05-01 13:29:40,0
2024-05-01 13:39:42,0
2024-05-01 13:49:44,0
2024-05-01 13:59:46,0
2024-05-01 14:09:49,0
2024-05-01 14:19:51,0
2024-05-01 14:29:53,0
2024-05-01 14:39:55,0
2024-05-01 14:49:57,0
2024-05-01 14:59:59,0
2024-05-01 15:10:01,0
2024-05-01 15:20:03,0
2024-05-01 15:30:05,0
2024-05-01 15:40:08,0
2024-05-01 15:50:10,0
2024-05-01 16:10:15,0
2024-05-01 16:30:20,0
2024-05-01 16:50:26,0
2024-05-01 17:10:31,0
2024-05-01 17:30:37,0
2024-05-01 17:50:42,0
2024-05-01 18:10:47,0
2024-05-01 18:30:53,0
2024-05-01 18:50:58,0
2024-05-01 19:11:04,0
2024-05-01 19:31:09,0
2024-05-01 19:51:14,0
2024-05-01 20:11:20,0
2024-05-01 20:31:25,0
2024-05-01 20:51:31,0
2024-05-01 21:11:36,0
2024-05-01 21:31:41,0
2024-05-01 21:51:47,0
2024-05-01 22:11:52,0
2024-05-01 22:31:57,0
2024-05-01 22:52:03,0
2024-05-01 23:12:08,0
2024-05-01 23:32:14,0
2024-05-01 23:52:19,0
2024-05-02 00:12:24,0
2024-05-02 00:32:30,0
2024-05-02 00:52:35,0
2024-05-02 01:12:41,0
2024-05-02 01:32:46,0
2024-05-02 01:52:51,0
2024-05-02 02:12:57,0
2024-05-02 02:33:02,0
2024-05-02 02:53:08,0
2024-05-02 03:13:13,0
2024-05-02 03:33:18,0
2024-05-02 03:53:24,0
2024-05-02 04:13:29,0
2024-05-02 04:33:35,0
2024-05-02 04:53:40,0
2024-05-02 05:13:45,0
2024-05-02 05:33:51,0
2024-05-02 05:53:56,0
2024-05-02 06:14:02,0
2024-05-02 06:34:07,0
2024-05-02 06:54:12,0
2024-05-02 07:14:18,0
2024-05-02 07:34:23,0
2024-05-02 07:54:28,0
2024-05-02 08:14:34,0
2024-05-02 08:34:39,0
2024-05-02 08:54:45,0
2024-05-02 09:14:50,0
2024-05-02 09:34:55,0
2024-05-02 09:55:01,0
2024-05-02 10:15:06,0
2024-05-02 10:35:12,0
2024-05-02 10:55:17,0
2024-05-02 11:15:22,0
2024-05-02 11:35:28,0
2024-05-02 11:55:33,0
2024-05-02 12:15:38,0
2024-05-02 12:35:44,0
2024-05-02 12:55:49,0
2024-05-02 13:15:55,0
2024-05-02 13:36:00,0
2024-05-02 13:56:05,0
2024-05-02 14:16:11,0
2024-05-02 14:36:16,0
2024-05-02 14:56:22,0
2024-05-02 15:16:27,0
2024-05-02 15:36:32,0
2024-05-02 15:56:38,0
2024-05-02 16:16:43,0
2024-05-02 16:36:49,0
2024-05-02 16:56:54,0
2024-05-02 17:16:59,0
2024-05-02 17:37:05,0
2024-05-02 17:57:10,0
2024-05-02 18:17:15,0
2024-05-02 18:37:21,0
2024-05-02 18:57:26,0
2024-05-02 19:17:32,0
2024-05-02 19:37:37,0
2024-05-02 19:57:42,0
2024-05-02 20:17:48,0
2024-05-02 20:37:53,0
2024-05-02 20:57:59,0
2024-05-02 21:18:04,0
2024-05-02 21:38:09,0
2024-05-02 21:58:15,0
2024-05-02 22:18:20,0
2024-05-02 22:38:26,0
2024-05-02 22:58:31,0
2024-05-02 23:18:36,0
2024-05-02 23:38:42,0
2024-05-02 23:58:47,0
2024-05-03 00:18:53,0
2024-05-03 00:38:58,0
2024-05-03 00:59:03,0
2024-05-03 01:19:09,0
2024-05-03 01:39:14,0
2024-05-03 01:59:20,0
2024-05-03 02:19:25,0
2024-05-03 02:39:30,0
2024-05-03 02:59:36,0
2024-05-03 03:19:41,0
2024-05-03 03:39:46,0
2024-05-03 03:59:52,0
2024-05-03 04:19:57,0
2024-05-03 04:40:04,0
2024-05-03 05:00:09,0
2024-05-03 05:20:14,0
2024-05-03 05:40:20,0
2024-05-03 06:00:25,0
2024-05-03 06:20:31,0
2024-05-03 06:40:36,0
2024-05-03 07:00:41,0
2024-05-03 07:20:47,0
2024-05-03 07:40:52,0
2024-05-03 08:00:58,0
2024-05-03 08:21:03,0
2024-05-03 08:41:08,0
2024-05-03 09:01:14,0
2024-05-03 09:21:19,0
2024-05-03 09:41:25,0
2024-05-03 10:01:30,0
2024-05-03 10:21:35,0
2024-05-03 10:41:41,0
2024-05-03 11:01:46,0
2024-05-03 11:21:51,0
2024-05-03 11:41:57,0
2024-05-03 12:02:02,0
2024-05-03 12:22:08,0
2024-05-03 12:42:13,0
2024-05-03 13:02:18,0
2024-05-03 13:22:24,0
2024-05-03 13:42:29,0
2024-05-03 14:02:35,0
2024-05-03 14:22:40,0
2024-05-03 14:42:45,0
2024-05-03 15:02:51,0
2024-05-03 15:22:56,0
2024-05-03 15:43:02,0
2024-05-03 16:03:07,0
2024-05-03 16:23:12,0
2024-05-03 16:43:18,0
2024-05-03 17:03:23,0
2024-05-03 17:23:29,0
2024-05-03 17:43:34,0
2024-05-03 18:03:39,0
2024-05-03 18:23:45,0
2024-05-03 18:43:50,0
2024-05-03 19:03:56,0
2024-05-03 19:24:01,0
2024-05-03 19:44:06,0
2024-05-03 20:04:12,0
2024-05-03 20:24:17,0
2024-05-03 20:44:23,0
2024-05-03 21:04:28,0
2024-05-03 21:24:34,0
2024-05-03 21:44:39,0.2794
2024-05-03 22:04:44,0
2024-05-03 22:24:50,0
2024-05-03 22:44:55,0
2024-05-03 23:05:01,0
2024-05-03 23:25:06,0
2024-05-03 23:45:11,0
2024-05-04 00:05:17,0
2024-05-04 00:25:22,0
2024-05-04 00:45:28,0
2024-05-04 01:05:33,0
2024-05-04 01:25:38,0
2024-05-04 01:45:44,0
2024-05-04 02:05:49,0
2024-05-04 02:25:55,0
2024-05-04 02:46:00,0
2024-05-04 03:06:06,0
2024-05-04 03:26:11,0
2024-05-04 03:46:16,0
2024-05-04 04:06:22,0
2024-05-04 04:26:27,0
2024-05-04 04:46:33,0
2024-05-04 05:06:38,0
2024-05-04 05:26:43,0
2024-05-04 05:46:49,0
2024-05-04 06:06:54,0
2024-05-04 06:27:00,0
2024-05-04 06:47:05,0
2024-05-04 07:07:10,0
2024-05-04 07:27:16,0
2024-05-04 07:47:21,0
2024-05-04 08:07:27,0
2024-05-04 08:27:32,0
2024-05-04 08:47:37,0
2024-05-04 09:07:43,0
2024-05-04 09:27:48,0
2024-05-04 09:47:54,0
2024-05-04 10:07:59,0
2024-05-04 10:28:04,0
2024-05-04 10:48:10,0
2024-05-04 11:08:15,0
2024-05-04 11:28:21,0
2024-05-04 11:48:26,0
2024-05-04 12:08:31,0
2024-05-04 12:28:37,0
2024-05-04 12:48:42,0
2024-05-04 13:08:48,0
2024-05-04 13:28:53,0
2024-05-04 13:48:58,0
2024-05-04 14:09:04,0
2024-05-04 14:29:09,0
2024-05-04 14:49:15,0
2024-05-04 15:09:20,0
2024-05-04 15:29:25,0
2024-05-04 15:49:31,0
2024-05-04 16:09:36,0
2024-05-04 16:29:42,0
2024-05-04 16:49:47,0
2024-05-04 17:09:53,0
2024-05-04 17:29:58,0
2024-05-04 17:50:03,0
2024-05-04 18:10:09,0
2024-05-04 18:30:14,0
2024-05-04 18:50:20,0
2024-05-04 19:10:25,0
2024-05-04 19:30:30,0
2024-05-04 19:50:36,0
2024-05-04 20:10:41,0
2024-05-04 20:30:47,0
2024-05-04 20:50:53,0
2024-05-04 21:10:58,0
2024-05-04 21:31:04,0
2024-05-04 21:51:09,0
2024-05-04 22:11:14,0
2024-05-04 22:31:20,0.5588
2024-05-04 22:51:25,0
2024-05-04 23:11:31,0
2024-05-04 23:31:36,0
2024-05-05 00:01:45,0
2024-05-05 00:21:50,0
2024-05-05 00:41:56,0
2024-05-05 01:02:01,0
2024-05-05 01:22:06,0
2024-05-05 01:42:12,0
2024-05-05 02:02:17,0
2024-05-05 02:22:23,0
2024-05-05 02:42:28,0
2024-05-05 03:02:33,0
2024-05-05 03:22:39,0
2024-05-05 03:42:44,0
2024-05-05 04:02:50,0
2024-05-05 04:22:55,0
2024-05-05 04:43:00,0
2024-05-05 05:03:06,0
2024-05-05 05:23:11,0
2024-05-05 05:53:20,0
2024-05-05 06:13:25,0
2024-05-05 06:33:31,0
2024-05-05 06:53:36,0
2024-05-05 07:13:42,0
2024-05-05 07:33:47,0
2024-05-05 07:53:52,0
2024-05-05 08:13:58,0
2024-05-05 08:34:03,0
2024-05-05 08:54:09,0
2024-05-05 09:14:14,0
2024-05-05 09:34:19,0
2024-05-05 09:54:25,0
2024-05-05 10:14:30,0
2024-05-05 10:34:36,0
2024-05-05 10:54:41,0
