Date,SM3_10cm,SM3_30cm
2024-04-30 12:48:21,33.19397018,31.632729
2024-04-30 16:52:31,32.97515665,31.632729
2024-04-30 19:04:58,32.83036953,31.632729
2024-04-30 23:14:38,32.68643663,31.632729
2024-05-01 07:32:49,32.75829719,31.7707097
2024-05-01 11:37:13,32.68643663,31.7707097
2024-05-01 15:41:19,32.54334368,31.632729
2024-05-01 23:58:03,32.18919258,31.42712795
2024-05-02 08:14:27,32.11896204,31.42712795
2024-05-02 12:51:16,32.04892723,31.35895247
2024-05-02 21:05:23,31.632729,31.02068142
2024-05-03 05:27:01,31.632729,31.02068142
2024-05-03 13:35:52,31.49548134,30.953536
2024-05-03 21:50:09,31.08799406,30.55407537
2024-05-04 06:12:02,31.22312813,30.55407537
2024-05-04 14:16:20,31.22312813,30.42217882
2024-05-04 22:27:10,30.62025488,30.35645821
2024-05-05 06:42:52,30.75308526,30.16018566
2024-05-05 14:49:48,30.75308526,29.90049741
2024-05-05 23:06:23,30.55407537,29.77148198
2024-05-06 03:15:35,30.75308526,29.90049741
2024-05-06 07:24:57,35.17937354,31.22312813
2024-05-06 15:38:57,34.3959639,33.71240446
2024-05-06 23:56:57,33.56313242,32.97515665
2024-05-07 04:08:59,33.41478588,32.75829719
2024-05-07 08:17:46,33.48884435,32.68643663
2024-05-07 16:29:12,33.047875,32.18919258
2024-05-08 00:47:31,32.75829719,31.90943769
2024-05-08 09:01:38,33.71240446,31.90943769
2024-05-08 17:12:55,33.63765186,31.7707097
2024-05-09 01:30:34,34.01378206,31.7707097
2024-05-09 09:47:44,33.86261626,31.83997939
2024-05-09 18:02:11,33.48884435,31.70162683
2024-05-10 02:18:05,33.34095521,31.83997939
2024-05-10 06:26:34,33.34095521,31.83997939
2024-05-10 10:33:00,33.71240446,31.83997939
2024-05-10 14:36:23,33.48884435,31.632729
2024-05-10 22:51:59,33.12081225,31.35895247
2024-05-11 07:09:26,33.047875,31.42712795
2024-05-11 15:16:32,32.83036953,31.1554757
2024-05-11 23:32:25,32.40107644,30.8197397
2024-05-12 04:30:56,32.40107644,30.8197397
2024-05-12 08:37:43,32.40107644,30.8197397
2024-05-12 16:43:50,31.97908638,30.35645821
2024-05-12 17:50:24,31.90943769,30.35645821
2024-05-12 21:58:38,31.7707097,30.16018566
2024-05-13 02:08:26,31.632729,30.09505197
2024-05-13 06:17:25,31.70162683,30.16018566
2024-05-13 14:23:18,31.49548134,29.90049741
2024-05-13 22:35:08,31.02068142,29.51503722
2024-05-14 02:44:25,30.953536,29.45124608
2024-05-14 06:52:10,31.02068142,29.51503722
2024-05-14 14:57:37,30.62025488,29.13412154
2024-05-14 19:02:47,30.35645821,28.88251238
2024-05-14 23:10:38,30.22546341,28.75736543
2024-05-15 03:19:57,30.22546341,28.69495013
2024-05-15 07:23:10,30.22546341,28.69495013
2024-05-15 11:27:26,30.16018566,28.57042694
2024-05-15 11:46:18,30.16018566,28.57042694
2024-05-15 15:49:09,29.96520963,28.26082914
2024-05-16 00:03:30,29.643,28.01479233
2024-05-16 08:19:59,29.7071752,27.95349625
2024-05-16 10:31:42,29.643,27.83114737
2024-05-16 14:34:34,29.45124608,27.52661111
2024-05-16 22:48:37,29.07105039,27.163432
2024-05-17 02:58:22,29.07105039,27.163432
2024-05-17 07:06:03,29.07105039,27.163432
2024-05-17 11:10:24,28.94524759,26.92250675
2024-05-17 19:19:35,28.44630178,26.38325763
2024-05-18 03:38:43,28.384384,26.32354159
2024-05-18 11:49:35,28.26082914,26.02542934
2024-05-18 19:57:38,27.83114737,25.66848888
2024-05-19 01:47:38,27.70911097,25.66848888
2024-05-19 05:56:03,27.770091,25.66848888
2024-05-19 14:02:38,27.52661111,25.13390087
2024-05-20 02:21:36,27.10311736,24.9557318
2024-05-20 06:29:31,27.10311736,24.83691832
2024-05-20 10:35:08,26.92250675,24.59914536
2024-05-20 17:59:53,26.562625,24.12261631
2024-05-21 02:17:52,26.44300902,24.06292326
2024-05-21 06:27:14,26.50279755,24.06292326
2024-05-21 10:32:36,26.32354159,23.88363212
2024-05-21 18:42:08,25.84687218,23.34343379
2024-05-22 03:00:28,25.72793363,23.28315788
2024-05-22 11:13:02,25.60905809,23.10197914
2024-05-22 19:22:14,25.19328405,22.73788183
2024-05-23 03:39:00,25.01512653,22.79873769
2024-05-23 11:49:22,24.9557318,22.67695263
2024-05-23 19:57:37,24.53966131,22.43246668
2024-05-24 04:11:16,24.59914536,22.1866646
2024-05-24 12:21:17,24.59914536,22.371144
2024-05-24 20:30:22,24.48015738,22.30973728
2024-05-25 04:43:55,24.42063177,22.30973728
2024-05-25 12:37:34,24.48015738,22.30973728
2024-05-25 14:24:14,24.42063177,22.1866646
2024-05-25 15:35:41,24.36108271,22.1866646
2024-05-25 23:46:30,24.182277,22.12499507
2024-05-27 00:16:46,23.584,21.69065587
2024-05-27 04:24:02,23.584,21.69065587
2024-05-27 08:29:21,23.584,21.69065587
2024-05-27 16:35:56,26.98265652,21.18801406
2024-05-28 00:48:43,29.26061225,21.18801406
2024-05-28 04:55:22,29.07105039,21.18801406
2024-05-28 09:00:28,28.94524759,21.31434626
2024-05-28 15:44:58,28.07617188,21.37733997
2024-05-28 23:56:20,27.46591863,21.37733997
2024-05-29 08:09:58,27.34473416,21.37733997
2024-05-29 16:18:00,26.38325763,21.31434626
2024-05-30 00:30:47,25.965888,21.25123822
2024-05-30 08:45:03,25.72793363,21.31434626
2024-05-30 12:58:03,25.13390087,21.25123822
2024-05-30 21:07:24,24.36108271,21.124672
2024-05-31 05:22:46,24.30150842,21.124672
2024-05-31 13:31:06,23.76391022,21.06121026
